,title,title_count,title_split,levels,title_match,new_title,score
1383,"senior director, architecture",1,architecture,senior director,"(architecture, 100)",architecture,100.0
1384,senior director of operations,1,operations,senior director,"(information management, 63)",information management,63.0
1385,senior director of distribution & third party alliances,1,distribution third party alliances,senior director,"(analytics, 50)",analytics,50.0
1386,senior director enterprise information architecture,1,enterprise information architecture,senior director,"(information architect, 90)",information architect,90.0
1387,senior director (business intelligence),1,business intelligence,senior director,"(business intelligence, 100)",business intelligence,100.0
1388,senior director - risk management,1,risk management,senior director,"(customer data management, 86)",customer data management,86.0
1389,senior director - product strategy,1,product strategy,senior director,"(data, 45)",data,45.0
1390,senior data management analyst & associate managing director,1,data management analyst,senior associate managing director,"(data management, 90)",data management,90.0
1391,senior data architect/modeler,1,data architect modeler,senior,"(data, 90)",data,90.0
1392,"senior data architect, at a prominent federal agency's enterprise data management office, part of citizant",1,data architect prominent federal agency enterprise data management office part citizant,senior,"(data management, 90)",data management,90.0
1393,senior data and enterprise architect,1,data enterprise architect,senior,"(enterprise architect, 95)",enterprise architect,95.0
1394,senior data,1,data,senior,"(data, 100)",data,100.0
1395,senior associate,1,,senior associate,,,0.0
1396,senior assistant data management,1,data management,senior assistant,"(data management, 100)",data management,100.0
1397,"senior architect, standards tools & methodologies",1,architect standards tools methodologies,senior,"(information architect, 86)",information architect,86.0
1398,senior application quality manager,1,application quality,senior manager,"(data quality, 86)",data quality,86.0
1399,senior application developer,1,application developer,senior,"(data protection officer, 50)",data protection officer,50.0
1400,senior account executive & partner manager ibm,1,account partner ibm,senior executive manager,"(information architect, 48)",information architect,48.0
1401,security technology,1,security technology,,"(customer intelligence, 40)",customer intelligence,40.0
1402,securities market manager,1,securities market,manager,"(data services, 57)",data services,57.0
1403,sales representative,1,sales representative,,"(analytics, 48)",analytics,48.0
1404,sales manager,1,sales,manager,"(data analyst, 54)",data analyst,54.0
1405,sales execution director,1,sales execution,director,"(data protection officer, 48)",data protection officer,48.0
1406,sales director,1,sales,director,"(data analyst, 54)",data analyst,54.0
1407,responsable groupe organisation,1,responsable groupe organisation,,"(analytics, 50)",analytics,50.0
1408,responsable du projet – côté grand public.,1,responsable projet grand public,,"(data governance, 42)",data governance,42.0
1409,responsable du pôle data - sous eva kesler,1,responsable data sous eva kesler,,"(data, 90)",data,90.0
1410,"responsable domaine etudes, reporting &amp; qualité des données",1,responsable domaine etudes reporting amp qualit donn,,"(data quality, 60)",data quality,60.0
1411,responsable de projets bi,1,responsable projets business intelligence,,"(business intelligence, 90)",business intelligence,90.0
1412,responsable de l'offre urbanisation & intégration,1,responsable offre urbanisation int gration,,"(analytics, 50)",analytics,50.0
1413,reporting manager,1,reporting,manager,"(information management, 50)",information management,50.0
1414,reporting & clinical analytics,1,reporting clinical analytics,,"(analytics, 90)",analytics,90.0
1415,regulatory development,1,regulatory development,,"(customer data management, 48)",customer data management,48.0
1416,"regional risk & administration manager, avp",1,regional risk administration,manager assistant vice president,"(analytics, 50)",analytics,50.0
1417,quality assurance manager,1,quality assurance,manager,"(data quality, 70)",data quality,70.0
1418,qaanalyst,1,qaanalyst,,"(data analyst, 76)",data analyst,76.0
1419,purchasing specialist,1,purchasing specialist,,"(data scientist, 47)",data scientist,47.0
1420,projects manager,1,projects,manager,"(data protection officer, 68)",data protection officer,68.0
1421,project specialist,1,project specialist,,"(data scientist, 50)",data scientist,50.0
1422,project manager-information technology compliance,1,project information technology compliance,manager,"(information management, 86)",information management,86.0
1423,"project manager, project management office",1,project project management office,manager,"(data management, 86)",data management,86.0
1424,"project manager, pmo it",1,project pmo,manager,"(data protection officer, 58)",data protection officer,58.0
1425,"project manager, commercial banking data change",1,project commercial banking data change,manager,"(chief data officer, 86)",chief data officer,86.0
1426,project manager for the data lake project,1,project data lake project,manager,"(data, 90)",data,90.0
1427,project manager equities instrument data,1,project equities instrument data,manager,"(data, 90)",data,90.0
1428,project manager (external worker),1,project external worker,manager,"(data protection officer, 48)",data protection officer,48.0
1429,project manager - special projects,1,project special projects,manager,"(data protection officer, 43)",data protection officer,43.0
1430,project manager - data governance / data security programme,1,project data governance data security programme,manager,"(data governance, 90)",data governance,90.0
1431,"project delivery manager, strategic services",1,project delivery strategic services,manager,"(data services, 86)",data services,86.0
1432,project coordinator group programme management,1,project coordinator group programme management,,"(data management, 86)",data management,86.0
1433,project consultant,1,project consultant,,"(data, 45)",data,45.0
1434,proj manager (consultant – systems evolution),1,proj consultant systems evolution,manager,"(data steward, 45)",data steward,45.0
1435,programme manager,1,programme,manager,"(data governance, 40)",data governance,40.0
1436,program manger - eim,1,program enterprise information management,manager,"(information management, 90)",information management,90.0
